Obs,count_tota,HabCode,DepthCode,HabDCode
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,25,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,9,1n,10to20,1n10to20
1,70,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,12,1n,10to20,1n10to20
1,35,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,12,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,0,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,0,1n,10to20,1n10to20
1,0,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,3,1n,10to20,1n10to20
1,4,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,3,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,3,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,3,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,3,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,6,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,130,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,3,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,7,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,4,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,4,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,4,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,3,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,6,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,15,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,3,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,3,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,30,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,0,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,8,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,157,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,3,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,2,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,1n,20to50,1n20to50
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,2,2a,0to5,2a0to5
1,12,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,2,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,2,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,2,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,14,2a,0to5,2a0to5
1,2,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,3,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,2,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,34,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,2,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,3,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,2,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,2,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,2,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,2,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,0,2a,0to5,2a0to5
1,2,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,2,2a,0to5,2a0to5
1,2,2a,0to5,2a0to5
1,2,2a,0to5,2a0to5
1,1,2a,0to5,2a0to5
1,1,2a,20to50,2a20to50
1,1,2b,0to5,2b0to5
1,1,2b,0to5,2b0to5
1,1,2b,0to5,2b0to5
1,1,2b,0to5,2b0to5
1,2,2b,0to5,2b0to5
1,3,2b,0to5,2b0to5
1,1,2b,0to5,2b0to5
1,2,2b,0to5,2b0to5
1,1,2b,0to5,2b0to5
1,1,2b,0to5,2b0to5
1,2,2b,0to5,2b0to5
1,0,2b,0to5,2b0to5
1,17,2b,0to5,2b0to5
1,1,2b,0to5,2b0to5
1,1,2b,0to5,2b0to5
1,1,2b,0to5,2b0to5
1,1,2b,0to5,2b0to5
1,2,2b,0to5,2b0to5
1,1,2b,0to5,2b0to5
1,1,2b,0to5,2b0to5
1,1,2b,0to5,2b0to5
1,2,2b,0to5,2b0to5
1,1,2b,0to5,2b0to5
1,1,2b,0to5,2b0to5
1,1,2b,0to5,2b0to5
1,1,2b,0to5,2b0to5
1,2,2b,0to5,2b0to5
1,2,2b,0to5,2b0to5
1,1,2b,0to5,2b0to5
1,1,2b,0to5,2b0to5
1,1,2b,0to5,2b0to5
1,1,2b,0to5,2b0to5
1,1,2b,0to5,2b0to5
1,1,2b,10to20,2b10to20
1,1,2b,10to20,2b10to20
1,1,2b,10to20,2b10to20
1,1,2b,20to50,2b20to50
1,1,2n,0to5,2n0to5
1,1,2n,0to5,2n0to5
1,1,2n,0to5,2n0to5
1,2,2n,0to5,2n0to5
1,1,2n,0to5,2n0to5
1,1,2n,0to5,2n0to5
1,1,2n,0to5,2n0to5
1,2,2n,0to5,2n0to5
1,10,2n,0to5,2n0to5
1,1,2n,0to5,2n0to5
1,1,2n,0to5,2n0to5
1,1,2n,0to5,2n0to5
1,1,2n,0to5,2n0to5
1,1,2n,0to5,2n0to5
1,1,2n,0to5,2n0to5
1,1,2n,0to5,2n0to5
1,1,2n,0to5,2n0to5
1,1,2n,5to10,2n5to10
1,2,2n,5to10,2n5to10
1,2,3a,0to5,3a0to5
1,1,3a,0to5,3a0to5
1,2,3a,0to5,3a0to5
1,1,3a,0to5,3a0to5
1,1,3a,0to5,3a0to5
1,1,3a,0to5,3a0to5
1,1,3a,0to5,3a0to5
1,1,3a,0to5,3a0to5
1,2,3a,0to5,3a0to5
1,2,3a,0to5,3a0to5
1,1,3a,5to10,3a5to10
1,2,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,5,3a,5to10,3a5to10
1,2,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,2,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,3,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,2,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,5to10,3a5to10
1,1,3a,10to20,3a10to20
1,3,3a,10to20,3a10to20
1,5,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,2,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,20,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,2,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,4,3a,10to20,3a10to20
1,6,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,3,3a,10to20,3a10to20
1,8,3a,10to20,3a10to20
1,2,3a,10to20,3a10to20
1,2,3a,10to20,3a10to20
1,3,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,2,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,2,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,4,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,3,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,5,3a,10to20,3a10to20
1,2,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,2,3a,10to20,3a10to20
1,2,3a,10to20,3a10to20
1,2,3a,10to20,3a10to20
1,2,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,1,3a,10to20,3a10to20
1,2,3a,10to20,3a10to20
1,2,3a,10to20,3a10to20
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,2,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,45,3a,20to50,3a20to50
1,2,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,5,3a,20to50,3a20to50
1,40,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,2,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,3,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,2,3a,20to50,3a20to50
1,87,3a,20to50,3a20to50
1,4,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,4,3a,20to50,3a20to50
1,11,3a,20to50,3a20to50
1,70,3a,20to50,3a20to50
1,2,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,2,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,1,3a,20to50,3a20to50
1,20,3a,20to50,3a20to50
1,1,3b,5to10,3b5to10
1,1,3b,10to20,3b10to20
1,6,3b,10to20,3b10to20
1,1,3b,10to20,3b10to20
1,1,3b,10to20,3b10to20
1,1,3b,20to50,3b20to50
1,1,3b,20to50,3b20to50
1,1,3b,20to50,3b20to50
1,1,3b,20to50,3b20to50
1,1,3b,20to50,3b20to50
1,1,3b,20to50,3b20to50
1,3,3n,10to20,3n10to20
1,7,3n,10to20,3n10to20
1,2,3n,20to50,3n20to50
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,0to5,1a0to5
0,1,1a,5to10,1a5to10
0,1,1a,10to20,1a10to20
0,1,1a,10to20,1a10to20
